,repo,commit,sol,add_import,add_contract,add_function,add_comment,add_modifier,add_variable,add_enum,add_struct,add_assembly,add_if,add_for,add_require,add_event,add_revert,add_assert,add_emit,add_return,add_statement,add_localvariable,delete_import,delete_contract,delete_function,delete_comment,delete_modifier,delete_variable,delete_enum,delete_struct,delete_assembly,delete_if,delete_for,delete_require,delete_event,delete_revert,delete_assert,delete_emit,delete_return,delete_statement,delete_localvariable,change_pragma,change_import,change_contract,change_function,change_comment,change_modifier,change_variable,change_enum,change_struct,change_assembly,change_if,change_forwhile,change_require,change_event,change_revert,change_assert,change_emit,change_return,change_statement
65,pos-portal-after,ee4f27975949e7528d94d1230c885bb9635587e5,ChildChainManager.sol,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
66,pos-portal-after,ee4f27975949e7528d94d1230c885bb9635587e5,ChildERC721.sol,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,pos-portal-after,ee4f27975949e7528d94d1230c885bb9635587e5,Proxy.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,2,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,pos-portal-after,ee4f27975949e7528d94d1230c885bb9635587e5,ERC1155Predicate.sol,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
69,pos-portal-after,88ed701228f5422362f4df219a1eb845f308ea09,ERC721Predicate.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
70,pos-portal-after,994dfb1ba2e314a24c348a8c0d87f453e8587628,ERC721Predicate.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71,pos-portal-after,051ab0fadab955ab830f9813ad08231d623bc735,RootChainManager.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
72,pos-portal-after,051ab0fadab955ab830f9813ad08231d623bc735,ChildChainManager.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
73,pos-portal-after,051ab0fadab955ab830f9813ad08231d623bc735,ChildToken.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
74,pos-portal-after,61211d94201a9319039e7bfc94686e37fb989f50,ExitPayloadReader.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75,pos-portal-after,1ff014ca2f64fe173a883d035179a62425a34151,ChildERC20.sol,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
